37403086 | @CHEMICAL_demethylzeylasteral | demethylzeylasteral | 30 | 19 | Chemical | chemical | demethylzeylasteral
32656310 | @DISEASE_Lactose_Intolerance | Lactose Intolerance | 1159 | 17 | Disease | disease | sputum production
32656310 | @DISEASE_Dyspnea | Dyspnea | 1178 | 19 | Disease | disease | shortness of breath
32656310 | @DISEASE_Diarrhea | Diarrhea | 1199 | 9 | Disease | disease | diarrhoea
32656310 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 1332 | 4 | Disease | disease | SARS
32656310 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 1341 | 4 | Disease | disease | MERS
32656310 | @CHEMICAL_umifenovir | umifenovir | 1471 | 7 | Chemical | chemical | arbidol
32656310 | @CHEMICAL_lopinavir_ritonavir_drug_combination | lopinavir-ritonavir drug combination | 1480 | 19 | Chemical | chemical | lopinavir/ritonavir
32656310 | @CHEMICAL_remdesivir | remdesivir | 1568 | 10 | Chemical | chemical | remdesivir
32656310 | @CHEMICAL_Hydroxychloroquine | Hydroxychloroquine | 1580 | 18 | Chemical | chemical | hydroxychloroquine
32656310 | @CHEMICAL_Azithromycin | Azithromycin | 1600 | 12 | Chemical | chemical | azithromycin
32656310 | @CHEMICAL_favipiravir | favipiravir | 1617 | 11 | Chemical | chemical | favipiravir
32656310 | @DISEASE_COVID_19 | COVID-19 | 1651 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_COVID_19 | COVID-19 | 1847 | 8 | Disease | disease | COVID-19
32737971 | @GENE_MICA | MICA | 64 | 4 | Gene | gene | MICA
32737971 | @GENE_MICB | MICB | 73 | 4 | Gene | gene | MICB
32737971 | @DISEASE_Dengue | Dengue | 125 | 17 | Disease | disease | Dengue Infections
32737971 | @GENE_MICA | MICA | 172 | 68 | Gene | gene | Major histocompatibility complex class I chain-related (MIC) A and B
32737971 | @GENE_MICA | MICA | 242 | 4 | Gene | gene | MICA
32737971 | @GENE_MICB | MICB | 251 | 4 | Gene | gene | MICB
32737971 | @DISEASE_Dengue | Dengue | 521 | 12 | Disease | disease | dengue fever
32737971 | @DISEASE_Severe_Dengue | Severe Dengue | 537 | 24 | Disease | disease | dengue hemorrhagic fever
32737971 | @DISEASE_Severe_Dengue | Severe Dengue | 563 | 3 | Disease | disease | DHF
32737971 | @DISEASE_Dengue | Dengue | 640 | 6 | Disease | disease | dengue
32737971 | @GENE_MICB | MICB | 686 | 4 | Gene | gene | MICB
32737971 | @DISEASE_Severe_Dengue | Severe Dengue | 783 | 3 | Disease | disease | DHF
32737971 | @DISEASE_Severe_Dengue | Severe Dengue | 968 | 3 | Disease | disease | DHF
32737971 | @DISEASE_Dengue | Dengue | 985 | 15 | Disease | disease | DENV infections
32737971 | @DISEASE_Severe_Dengue | Severe Dengue | 1082 | 3 | Disease | disease | DHF
32749759 | @DISEASE_COVID_19 | COVID-19 | 24 | 8 | Disease | disease | COVID-19
32749759 | @DISEASE_COVID_19 | COVID-19 | 157 | 24 | Disease | disease | coronavirus disease 2019
32749759 | @DISEASE_COVID_19 | COVID-19 | 183 | 8 | Disease | disease | COVID-19
32749759 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 338 | 11 | Disease | disease | coronavirus
32749759 | @DISEASE_Infections | Infections | 534 | 9 | Disease | disease | infection
32749759 | @DISEASE_Infections | Infections | 999 | 9 | Disease | disease | infection
32749759 | @DISEASE_COVID_19 | COVID-19 | 1069 | 18 | Disease | disease | COVID-19 infection
32749759 | @DISEASE_Infections | Infections | 1477 | 9 | Disease | disease | infection
32749759 | @DISEASE_Infections | Infections | 1567 | 9 | Disease | disease | infection
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 43 | 20 | Disease | disease | Rheumatoid Arthritis
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 93 | 20 | Disease | disease | Rheumatoid arthritis
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 115 | 2 | Disease | disease | RA
32831971 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 151 | 19 | Disease | disease | autoimmune disorder
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 307 | 2 | Disease | disease | RA
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 381 | 2 | Disease | disease | RA
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 578 | 2 | Disease | disease | RA
32831971 | @GENE_LINC00824 | LINC00824 | 881 | 9 | Gene | gene | LINC00824
32831971 | @VARIANT_rs1516971 | rs1516971 | 891 | 9 | Variant | variant | rs1516971
32831971 | @GENE_PADI4 | PADI4 | 902 | 5 | Gene | gene | PADI4
32831971 | @VARIANT_rs2240336 | rs2240336 | 908 | 9 | Variant | variant | rs2240336
32831971 | @GENE_CEP57 | CEP57 | 919 | 5 | Gene | gene | CEP57
32831971 | @VARIANT_rs4409785 | rs4409785 | 925 | 9 | Variant | variant | rs4409785
32831971 | @GENE_CTLA4 | CTLA4 | 936 | 5 | Gene | gene | CTLA4
32831971 | @VARIANT_g.+6230G>A_CTLA4_human | rs3087243 | 942 | 9 | Variant | variant | rs3087243
32831971 | @GENE_STAT4 | STAT4 | 953 | 5 | Gene | gene | STAT4
32831971 | @VARIANT_rs13426947 | rs13426947 | 959 | 10 | Variant | variant | rs13426947
32831971 | @GENE_HLA_B | HLA-B | 971 | 5 | Gene | gene | HLA-B
32831971 | @GENE_MICA | MICA | 977 | 4 | Gene | gene | MICA
32831971 | @VARIANT_rs2596565 | rs2596565 | 982 | 9 | Variant | variant | rs2596565
32831971 | @GENE_C5ORF30 | C5orf30 | 993 | 7 | Gene | gene | C5orf30
32831971 | @VARIANT_rs26232 | rs26232 | 1001 | 7 | Variant | variant | rs26232
32831971 | @GENE_CCL21 | CCL21 | 1010 | 5 | Gene | gene | CCL21
32831971 | @VARIANT_rs951005 | rs951005 | 1016 | 8 | Variant | variant | rs951005
32831971 | @GENE_GATA3 | GATA3 | 1026 | 5 | Gene | gene | GATA3
32831971 | @VARIANT_rs2275806 | rs2275806 | 1032 | 9 | Variant | variant | rs2275806
32831971 | @GENE_VPS37C | VPS37C | 1043 | 4 | Gene | gene | VPS3
32831971 | @VARIANT_p.S37C_HLA_A_human | p.S37C | 1045 | 4 | Variant | variant | S37C
32831971 | @VARIANT_rs595158 | rs595158 | 1050 | 8 | Variant | variant | rs595158
32831971 | @GENE_HLA_DRB1 | HLA-DRB1 | 1060 | 8 | Gene | gene | HLA-DRB1
32831971 | @VARIANT_rs660895 | rs660895 | 1069 | 8 | Variant | variant | rs660895
32831971 | @GENE_EOMES | EOMES | 1079 | 5 | Gene | gene | EOMES
32831971 | @VARIANT_rs3806624 | rs3806624 | 1085 | 9 | Variant | variant | rs3806624
32831971 | @GENE_SPRED2 | SPRED2 | 1096 | 6 | Gene | gene | SPRED2
32831971 | @VARIANT_g.65595586G>A_SPRED2_human | rs934734 | 1103 | 8 | Variant | variant | rs934734
32831971 | @GENE_RUNX1 | RUNX1 | 1117 | 5 | Gene | gene | RUNX1
32831971 | @VARIANT_rs9979383 | rs9979383 | 1123 | 9 | Variant | variant | rs9979383
32831971 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1304 | 2 | Disease | disease | RA
32832246 | @CHEMICAL_Lipids | Lipids | 36 | 5 | Chemical | chemical | Lipid
32832246 | @CHEMICAL_Lipids | Lipids | 328 | 5 | Chemical | chemical | lipid
32832246 | @CHEMICAL_mica | mica | 490 | 4 | Chemical | chemical | Mica
32832246 | @CHEMICAL_Lipids | Lipids | 696 | 5 | Chemical | chemical | lipid
32832246 | @CHEMICAL_mica | mica | 758 | 4 | Chemical | chemical | mica
32832246 | @CHEMICAL_Lipids | Lipids | 1563 | 6 | Chemical | chemical | lipids
33017098 | @GENE_MICA | MICA | 0 | 4 | Gene | gene | MICA
33017098 | @DISEASE_Graves_Disease | Graves Disease | 119 | 15 | Disease | disease | Graves' disease
33017098 | @DISEASE_Graves_Disease | Graves Disease | 136 | 2 | Disease | disease | GD
33017098 | @DISEASE_Thyroiditis_Autoimmune | Thyroiditis Autoimmune | 154 | 26 | Disease | disease | autoimmune thyroid disease
33017098 | @DISEASE_Graves_Disease | Graves Disease | 206 | 2 | Disease | disease | GD
33017098 | @DISEASE_Hypersensitivity | Hypersensitivity | 308 | 8 | Disease | disease | reaction
33017098 | @GENE_MICA | MICA | 513 | 4 | Gene | gene | MICA
33017098 | @GENE_HLA_B | HLA-B | 607 | 5 | Gene | gene | HLA-B
33017098 | @GENE_MICA | MICA | 617 | 4 | Gene | gene | MICA
33017098 | @GENE_MICA | MICA | 657 | 4 | Gene | gene | MICA
33017098 | @DISEASE_Graves_Disease | Graves Disease | 728 | 2 | Disease | disease | GD
33017098 | @GENE_MICA | MICA | 811 | 4 | Gene | gene | MICA
33017098 | @GENE_HLA_B | HLA-B | 820 | 5 | Gene | gene | HLA-B
33017098 | @GENE_MICA | MICA | 1039 | 4 | Gene | gene | MICA
33017098 | @GENE_HLA_B | HLA-B | 1048 | 5 | Gene | gene | HLA-B
33017098 | @GENE_HLA_B | HLA-B | 1263 | 5 | Gene | gene | HLA-B
33151039 | @GENE_MICA | MICA | 15 | 4 | Gene | gene | MICA
33151039 | @GENE_HLA_B | HLA-B | 24 | 5 | Gene | gene | HLA-B
33151039 | @DISEASE_Leprosy | Leprosy | 43 | 7 | Disease | disease | leprosy
33151039 | @DISEASE_Leprosy | Leprosy | 89 | 7 | Disease | disease | Leprosy
33151039 | @GENE_MICA | MICA | 370 | 4 | Gene | gene | MICA
33151039 | @DISEASE_Leprosy | Leprosy | 392 | 7 | Disease | disease | leprosy
33151039 | @GENE_MICA | MICA | 492 | 4 | Gene | gene | MICA
33151039 | @GENE_HLA_B | HLA-B | 501 | 5 | Gene | gene | HLA-B
33151039 | @DISEASE_Leprosy | Leprosy | 537 | 7 | Disease | disease | leprosy
33151039 | @DISEASE_Leprosy | Leprosy | 1113 | 7 | Disease | disease | leprosy
33151039 | @GENE_MICA | MICA | 1213 | 4 | Gene | gene | MICA
33151039 | @GENE_MICA | MICA | 1398 | 4 | Gene | gene | MICA
33151039 | @GENE_MICA | MICA | 1512 | 4 | Gene | gene | MICA
33151039 | @DISEASE_Leprosy | Leprosy | 1551 | 7 | Disease | disease | leprosy
33151039 | @GENE_MICA | MICA | 1564 | 4 | Gene | gene | MICA
33151039 | @GENE_HLA_B | HLA-B | 1578 | 5 | Gene | gene | HLA-B
33151039 | @DISEASE_Leprosy | Leprosy | 1620 | 7 | Disease | disease | leprosy
33151039 | @GENE_HLA_B | HLA-B | 1756 | 5 | Gene | gene | HLA-B
33151039 | @VARIANT_rs2596498 | rs2596498 | 1770 | 9 | Variant | variant | rs2596498
33151039 | @VARIANT_rs2507992 | rs2507992 | 1784 | 9 | Variant | variant | rs2507992
33151039 | @VARIANT_rs2442718 | rs2442718 | 1848 | 9 | Variant | variant | rs2442718
33151039 | @GENE_MICA | MICA | 1897 | 4 | Gene | gene | MICA
33151039 | @GENE_HLA_B | HLA-B | 1966 | 6 | Gene | gene | HLA-B.
33151039 | @DISEASE_Leprosy | Leprosy | 2041 | 16 | Disease | disease | Hansen's disease
33219674 | @DISEASE_Neoplasms | Neoplasms | 22 | 6 | Disease | disease | cancer
33247940 | @GENE_IL21 | IL21 | 24 | 14 | Gene | gene | interleukin-21
33247940 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 100 | 34 | Disease | disease | primary Sjogren's syndrome disease
33247940 | @GENE_IL21 | IL21 | 196 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Peritonitis | Peritonitis | 268 | 3 | Disease | disease | pSS
33247940 | @DISEASE_Peritonitis | Peritonitis | 293 | 3 | Disease | disease | pSS
33247940 | @GENE_IL21 | IL21 | 401 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Peritonitis | Peritonitis | 454 | 3 | Disease | disease | pSS
33247940 | @DISEASE_Peritonitis | Peritonitis | 466 | 3 | Disease | disease | pSS
33247940 | @GENE_IL21 | IL21 | 530 | 5 | Gene | gene | IL-21
33247940 | @GENE_IL21 | IL21 | 562 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Hypoxia | Hypoxia | 656 | 7 | Disease | disease | hypoxia
33247940 | @DISEASE_Peritonitis | Peritonitis | 711 | 3 | Disease | disease | pSS
33247940 | @GENE_IL21 | IL21 | 774 | 5 | Gene | gene | IL-21
33247940 | @GENE_IL21 | IL21 | 797 | 5 | Gene | gene | IL-21
33247940 | @GENE_IL21R | IL21R | 804 | 6 | Gene | gene | IL-21R
33247940 | @GENE_JAK3 | JAK3 | 812 | 4 | Gene | gene | JAK3
33247940 | @GENE_STAT1 | STAT1 | 818 | 5 | Gene | gene | STAT1
33247940 | @GENE_HLA_B | HLA-B | 825 | 5 | Gene | gene | HLA-B
33247940 | @GENE_CCR7 | CCR7 | 832 | 4 | Gene | gene | CCR7
33247940 | @GENE_CXCL10 | CXCL10 | 841 | 6 | Gene | gene | CXCL10
33247940 | @GENE_IL21 | IL21 | 864 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Peritonitis | Peritonitis | 918 | 3 | Disease | disease | pSS
33247940 | @GENE_JAK3 | JAK3 | 952 | 4 | Gene | gene | JAK3
33247940 | @GENE_JAK3 | JAK3 | 1009 | 4 | Gene | gene | JAK3
33247940 | @DISEASE_Peritonitis | Peritonitis | 1026 | 3 | Disease | disease | pSS
33247940 | @GENE_POU2F2 | POU2F2 | 1070 | 6 | Gene | gene | POU2F2
33247940 | @GENE_IL21 | IL21 | 1106 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Sjogren's_Syndrome | Sjogren's Syndrome | 1164 | 18 | Disease | disease | Sjogren's Syndrome
33247940 | @GENE_CD4 | CD4 | 1265 | 3 | Gene | gene | CD4
33247940 | @GENE_CD8A | CD8A | 1282 | 3 | Gene | gene | CD8
33247940 | @GENE_IL21 | IL21 | 1313 | 5 | Gene | gene | IL-21
33247940 | @GENE_TRIM21 | TRIM21 | 1338 | 3 | Gene | gene | SSA
33247940 | @GENE_SSB | SSB | 1344 | 3 | Gene | gene | SSB
33247940 | @GENE_BTG3 | BTG3 | 1350 | 3 | Gene | gene | ANA
33247940 | @DISEASE_Hypoxia | Hypoxia | 1486 | 7 | Disease | disease | hypoxia
33247940 | @GENE_IFNA1 | IFNA1 | 1498 | 3 | Gene | gene | IFN
33247940 | @GENE_IL21 | IL21 | 1548 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Peritonitis | Peritonitis | 1613 | 3 | Disease | disease | pSS
33247940 | @GENE_IL21 | IL21 | 1630 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Peritonitis | Peritonitis | 1706 | 3 | Disease | disease | pSS
33247940 | @GENE_IL21 | IL21 | 1763 | 5 | Gene | gene | IL-21
33247940 | @DISEASE_Peritonitis | Peritonitis | 1888 | 3 | Disease | disease | pSS
33537058 | @GENE_HLA_C | HLA-C | 168 | 32 | Gene | gene | major histocompatibility complex
33537058 | @GENE_HLA_C | HLA-C | 202 | 3 | Gene | gene | MHC
33537058 | @GENE_HLA_C | HLA-C | 455 | 3 | Gene | gene | MHC
33537058 | @GENE_MICA | MICA | 644 | 4 | Gene | gene | MICA
33537058 | @GENE_MICB | MICB | 653 | 4 | Gene | gene | MICB
33537058 | @GENE_GPX5 | GPX5 | 924 | 4 | Gene | gene | GPX5
33537058 | @GENE_MICB | MICB | 936 | 4 | Gene | gene | MICB
33537058 | @GENE_HLA_A | HLA-A | 1081 | 9 | Gene | gene | HLA-A/B/C
33537058 | @GENE_OR12D2 | OR12D2 | 1332 | 6 | Gene | gene | OR12D2
33537058 | @GENE_MUC21 | MUC21 | 1340 | 5 | Gene | gene | MUC21
33537058 | @GENE_MUC22 | MUC22 | 1347 | 5 | Gene | gene | MUC22
33537058 | @GENE_HLA_C | HLA-C | 1364 | 5 | Gene | gene | HLA-C
33537058 | @GENE_HLA_B | HLA-B | 1371 | 5 | Gene | gene | HLA-B
33537058 | @GENE_MICA | MICA | 1382 | 4 | Gene | gene | MICA
33537058 | @GENE_GPX5 | GPX5 | 1529 | 4 | Gene | gene | GPX5
33537058 | @GENE_MICB | MICB | 1537 | 4 | Gene | gene | MICB
33537058 | @DISEASE_Hypotrichosis | Hypotrichosis | 1606 | 2 | Disease | disease | AH
33537058 | @GENE_INSM2 | INSM2 | 1908 | 4 | Gene | gene | MLT1
33537058 | @GENE_OR12D2 | OR12D2 | 2235 | 6 | Gene | gene | OR12D2
33537058 | @GENE_MICB | MICB | 2266 | 4 | Gene | gene | MICB
33537058 | @GENE_HLA_C | HLA-C | 2309 | 3 | Gene | gene | MHC
33554868 | @GENE_NR1I3 | NR1I3 | 40 | 3 | Gene | gene | CAR
33554868 | @GENE_NR1I3 | NR1I3 | 160 | 25 | Gene | gene | chimeric antigen receptor
33554868 | @GENE_NR1I3 | NR1I3 | 187 | 3 | Gene | gene | CAR
33554868 | @DISEASE_Neoplasms | Neoplasms | 313 | 6 | Disease | disease | cancer
33554868 | @DISEASE_Infections | Infections | 568 | 9 | Disease | disease | infection
33554868 | @GENE_CBLL2 | CBLL2 | 689 | 19 | Gene | gene | E3 ubiquitin ligase
33554868 | @GENE_MICA | MICA | 935 | 5 | Gene | gene | MIC-A
33554868 | @GENE_MICB | MICB | 959 | 5 | Gene | gene | MIC-B
33554868 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1368 | 12 | Disease | disease | cytotoxicity
33554868 | @GENE_MICA | MICA | 1614 | 5 | Gene | gene | MIC-A
33554868 | @GENE_PSCA | PSCA | 1701 | 26 | Gene | gene | prostate stem cell antigen
33554868 | @GENE_PSCA | PSCA | 1729 | 4 | Gene | gene | PSCA
33554868 | @GENE_MYD88 | MYD88 | 1755 | 5 | Gene | gene | MyD88
33554868 | @GENE_CD40 | CD40 | 1761 | 4 | Gene | gene | CD40
33554868 | @GENE_NR1I3 | NR1I3 | 1781 | 3 | Gene | gene | CAR
33554868 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1808 | 12 | Disease | disease | cytotoxicity
33554868 | @DISEASE_Pancreatic_Neoplasms | Pancreatic Neoplasms | 1873 | 16 | Disease | disease | pancreatic tumor
33554868 | @GENE_IL2 | IL2 | 1961 | 18 | Gene | gene | interleukin (IL)-2
33554868 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 2009 | 12 | Disease | disease | cytotoxicity
33554868 | @GENE_NR1I3 | NR1I3 | 2117 | 3 | Gene | gene | CAR
33599111 | @GENE_HLA_G | HLA-G | 30 | 5 | Gene | gene | HLA-G
33599111 | @GENE_HLA_F | HLA-F | 37 | 5 | Gene | gene | HLA-F
33599111 | @GENE_MICA | MICA | 44 | 4 | Gene | gene | MICA
33599111 | @GENE_MICB | MICB | 54 | 4 | Gene | gene | MICB
33599111 | @GENE_MICA | MICA | 219 | 49 | Gene | gene | MHC class I polypeptide-related sequences A and B
33599111 | @GENE_MICA | MICA | 270 | 4 | Gene | gene | MICA
33599111 | @GENE_MICB | MICB | 279 | 4 | Gene | gene | MICB
33599111 | @GENE_KIR2DL4 | KIR2DL4 | 304 | 3 | Gene | gene | KIR
33599111 | @GENE_KLRK1 | KLRK1 | 312 | 5 | Gene | gene | NKG2D
33599111 | @GENE_HLA_G | HLA-G | 613 | 5 | Gene | gene | HLA-G
33599111 | @GENE_HLA_F | HLA-F | 620 | 5 | Gene | gene | HLA-F
33599111 | @GENE_MICA | MICA | 627 | 4 | Gene | gene | MICA
33599111 | @GENE_MICB | MICB | 637 | 4 | Gene | gene | MICB
33599111 | @GENE_HLA_A | HLA-A | 900 | 3 | Gene | gene | HLA
33599111 | @GENE_HLA_G | HLA-G | 934 | 5 | Gene | gene | HLA-G
33599111 | @GENE_HLA_F | HLA-F | 948 | 5 | Gene | gene | HLA-F
33599111 | @GENE_MICA | MICA | 1156 | 4 | Gene | gene | MICA
33599111 | @GENE_MICB | MICB | 1172 | 4 | Gene | gene | MICB
33599111 | @GENE_MICA | MICA | 1329 | 4 | Gene | gene | MICA
33599111 | @GENE_MICA | MICA | 1532 | 4 | Gene | gene | MICA
33599111 | @GENE_HLA_B | HLA-B | 1541 | 5 | Gene | gene | HLA-B
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 67 | 16 | Disease | disease | Kawasaki Disease
33732254 | @DISEASE_COVID_19 | COVID-19 | 88 | 22 | Disease | disease | Coronavirus Disease-19
33732254 | @DISEASE_pediatric_multisystem_inflammatory_disease_COVID_19_related | pediatric multisystem inflammatory disease COVID-19 related | 122 | 33 | Disease | disease | Multisystem Inflammatory Syndrome
33732254 | @DISEASE_COVID_19 | COVID-19 | 169 | 22 | Disease | disease | Coronavirus disease-19
33732254 | @DISEASE_COVID_19 | COVID-19 | 193 | 8 | Disease | disease | COVID-19
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 261 | 16 | Disease | disease | Kawasaki disease
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 279 | 2 | Disease | disease | KD
33732254 | @DISEASE_pediatric_multisystem_inflammatory_disease_COVID_19_related | pediatric multisystem inflammatory disease COVID-19 related | 288 | 33 | Disease | disease | multisystem inflammatory syndrome
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 471 | 2 | Disease | disease | KD
33732254 | @DISEASE_COVID_19 | COVID-19 | 534 | 8 | Disease | disease | COVID-19
33732254 | @DISEASE_Signs_and_Symptoms_Digestive | Signs and Symptoms Digestive | 577 | 25 | Disease | disease | gastrointestinal symptoms
33732254 | @DISEASE_Blood_Coagulation_Disorders | Blood Coagulation Disorders | 604 | 12 | Disease | disease | coagulopathy
33732254 | @DISEASE_Shock | Shock | 622 | 5 | Disease | disease | shock
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 652 | 11 | Disease | disease | KD syndrome
33732254 | @DISEASE_Fever | Fever | 669 | 5 | Disease | disease | fever
33732254 | @DISEASE_Leishmaniasis_Mucocutaneous | Leishmaniasis Mucocutaneous | 676 | 21 | Disease | disease | mucocutaneous lesions
33732254 | @DISEASE_Lymphatic_Diseases | Lymphatic Diseases | 699 | 15 | Disease | disease | lymphadenopathy
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 762 | 2 | Disease | disease | KD
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 834 | 2 | Disease | disease | KD
33732254 | @DISEASE_pediatric_multisystem_inflammatory_disease_COVID_19_related | pediatric multisystem inflammatory disease COVID-19 related | 873 | 6 | Disease | disease | MIS-C.
33732254 | @DISEASE_COVID_19 | COVID-19 | 896 | 8 | Disease | disease | COVID-19
33732254 | @DISEASE_Infections | Infections | 916 | 9 | Disease | disease | infection
33732254 | @DISEASE_Vasculitis | Vasculitis | 937 | 21 | Disease | disease | autoimmune vasculitis
33732254 | @GENE_HLA_A | HLA-A | 1058 | 3 | Gene | gene | HLA
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1114 | 2 | Disease | disease | KD
33732254 | @DISEASE_COVID_19 | COVID-19 | 1124 | 8 | Disease | disease | COVID-19
33732254 | @GENE_HLA_A | HLA-A | 1142 | 3 | Gene | gene | HLA
33732254 | @GENE_HLA_DRB1 | HLA-DRB1 | 1164 | 8 | Gene | gene | HLA-DRB1
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1209 | 2 | Disease | disease | KD
33732254 | @DISEASE_COVID_19 | COVID-19 | 1269 | 18 | Disease | disease | COVID-19 infection
33732254 | @DISEASE_COVID_19 | COVID-19 | 1338 | 8 | Disease | disease | COVID-19
33732254 | @DISEASE_Vasculitis | Vasculitis | 1352 | 21 | Disease | disease | autoimmune vasculitis
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1377 | 2 | Disease | disease | KD
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1381 | 17 | Disease | disease | KD shock syndrome
33732254 | @DISEASE_Mucocutaneous_Lymph_Node_Syndrome | Mucocutaneous Lymph Node Syndrome | 1400 | 4 | Disease | disease | KDSS
33732254 | @GENE_HLA_A | HLA-A | 1452 | 3 | Gene | gene | HLA
33732254 | @DISEASE_Ataxia_Telangiectasia | Ataxia Telangiectasia | 1547 | 8 | Disease | disease | T helper
33732254 | @GENE_IL6 | IL6 | 1616 | 13 | Gene | gene | interleukin-6
33732254 | @GENE_IL6 | IL6 | 1631 | 4 | Gene | gene | IL-6
