1788521 | @CHEMICAL_Soman | Soman | 62 | 5 | Chemical | chemical | soman
11564593 | @DISEASE_614878 | 614878 | 707 | 20 | Disease | disease | immune dysregulation
11564593 | @GENE_CD4 | CD4 | 978 | 3 | Gene | gene | CD4
11564593 | @GENE_CD4 | CD4 | 1058 | 3 | Gene | gene | CD4
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 1119 | 3 | Disease | disease | IRD
11564593 | @GENE_IL6 | IL6 | 1169 | 4 | Gene | gene | IL-6
11564593 | @GENE_CCR5 | CCR5 | 1202 | 4 | Gene | gene | CCR5
11564593 | @GENE_CCR3 | CCR3 | 1211 | 4 | Gene | gene | CCR3
11564593 | @GENE_CD4 | CD4 | 1318 | 3 | Gene | gene | CD4
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 1347 | 3 | Disease | disease | IRD
11564593 | @DISEASE_Cytomegalovirus_Retinitis | Cytomegalovirus Retinitis | 1410 | 13 | Disease | disease | CMV retinitis
11564593 | @DISEASE_Encephalomyelitis | Encephalomyelitis | 1431 | 17 | Disease | disease | encephalomyelitis
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 1455 | 3 | Disease | disease | IRD
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 1473 | 3 | Disease | disease | IRD
11564593 | @DISEASE_Encephalitis_Varicella_Zoster | Encephalitis Varicella Zoster | 1519 | 16 | Disease | disease | varicella zoster
11564593 | @DISEASE_Herpes_Simplex | Herpes Simplex | 1539 | 25 | Disease | disease | herpes simplex infections
11564593 | @DISEASE_Graves_Disease | Graves Disease | 1607 | 22 | Disease | disease | Graves' thyrotoxicosis
11564593 | @DISEASE_Lymphatic_Diseases | Lymphatic Diseases | 1645 | 15 | Disease | disease | lymphadenopathy
11564593 | @GENE_TSHR | TSHR | 1696 | 36 | Gene | gene | thyroid stimulating hormone receptor
11564593 | @GENE_TNFRSF8 | TNFRSF8 | 1802 | 4 | Gene | gene | CD30
11564593 | @DISEASE_614878 | 614878 | 1828 | 20 | Disease | disease | immune dysregulation
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 1863 | 3 | Disease | disease | IRD
11564593 | @DISEASE_Retinitis | Retinitis | 2021 | 27 | Disease | disease | retinitis/encephalomyelitis
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 2049 | 3 | Disease | disease | IRD
12797544 | @GENE_CD8A | CD8A | 15 | 3 | Gene | gene | CD8
12797544 | @GENE_CD8A | CD8A | 245 | 3 | Gene | gene | CD8
12797544 | @DISEASE_Hepatitis_B | Hepatitis B | 268 | 13 | Disease | disease | HBV infection
12797544 | @DISEASE_Hepatitis_B | Hepatitis B | 367 | 13 | Disease | disease | HBV infection
12797544 | @GENE_HBE1 | HBE1 | 402 | 3 | Gene | gene | HBe
12797544 | @GENE_HBE1 | HBE1 | 443 | 3 | Gene | gene | HBe
12797544 | @GENE_HBE1 | HBE1 | 462 | 3 | Gene | gene | HBe
12797544 | @DISEASE_Hepatitis_B | Hepatitis B | 567 | 13 | Disease | disease | HBV infection
12797544 | @DISEASE_Hepatitis_B | Hepatitis B | 626 | 13 | Disease | disease | HBV infection
12797544 | @GENE_CD8A | CD8A | 685 | 3 | Gene | gene | CD8
12797544 | @GENE_HBE1 | HBE1 | 785 | 3 | Gene | gene | HBe
12797544 | @GENE_CD8A | CD8A | 876 | 3 | Gene | gene | CD8
12797544 | @GENE_CCR5 | CCR5 | 1498 | 4 | Gene | gene | CCR5
12797544 | @DISEASE_Primary_hyperoxaluria_type_1 | Primary hyperoxaluria type 1 | 1527 | 3 | Disease | disease | ALT
12797544 | @GENE_CCR5 | CCR5 | 1641 | 4 | Gene | gene | CCR5
12797544 | @GENE_CD8A | CD8A | 1750 | 3 | Gene | gene | CD8
15166527 | @DISEASE_HIV_Infections | HIV Infections | 28 | 15 | Disease | disease | HIV-1 infection
15166527 | @DISEASE_HIV_Infections | HIV Infections | 144 | 14 | Disease | disease | HIV resistance
15166527 | @DISEASE_HIV_Infections | HIV Infections | 237 | 3 | Disease | disease | HIV
15166527 | @GENE_CCR5 | CCR5 | 713 | 4 | Gene | gene | CCR5
15166527 | @GENE_CCL5 | CCL5 | 751 | 6 | Gene | gene | RANTES
15166527 | @GENE_CXCL12 | CXCL12 | 1037 | 5 | Gene | gene | SDF-1
15166527 | @GENE_CCL5 | CCL5 | 1349 | 14 | Gene | gene | beta-chemokine
15166527 | @DISEASE_Infections | Infections | 1554 | 9 | Disease | disease | infection
15166527 | @DISEASE_HIV_Infections | HIV Infections | 1683 | 15 | Disease | disease | HIV-1 infection
15385740 | @DISEASE_HIV_Infections | HIV Infections | 68 | 15 | Disease | disease | HIV-1 infection
15385740 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 258 | 4 | Disease | disease | AIDS
15385740 | @GENE_CCR5 | CCR5 | 327 | 4 | Gene | gene | CCR5
15385740 | @DISEASE_HIV_Infections | HIV Infections | 482 | 20 | Disease | disease | HIV type 1 infection
15385740 | @GENE_TAP2 | TAP2 | 585 | 4 | Gene | gene | TAP2
15385740 | @GENE_TAP2 | TAP2 | 806 | 4 | Gene | gene | TAP2
15385740 | @DISEASE_HIV_Infections | HIV Infections | 916 | 15 | Disease | disease | HIV-1 infection
15385740 | @GENE_SEC14L2 | SEC14L2 | 975 | 3 | Gene | gene | TAP
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 101 | 4 | Disease | disease | SARS
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 169 | 33 | Disease | disease | severe acute respiratory syndrome
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 204 | 4 | Disease | disease | SARS
15972696 | @GENE_SENP6 | SENP6 | 544 | 5 | Gene | gene | SSp-1
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 619 | 4 | Disease | disease | SARS
15972696 | @GENE_SENP6 | SENP6 | 738 | 5 | Gene | gene | SSp-1
15972696 | @GENE_SENP6 | SENP6 | 913 | 5 | Gene | gene | SSp-1
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 980 | 4 | Disease | disease | SARS
15972696 | @GENE_PTPRC | PTPRC | 1083 | 6 | Gene | gene | CD45RA
15972696 | @GENE_CCR7 | CCR7 | 1092 | 4 | Gene | gene | CCR7
15972696 | @GENE_SELL | SELL | 1099 | 5 | Gene | gene | CD62L
15972696 | @GENE_CCR5 | CCR5 | 1123 | 4 | Gene | gene | CCR5
15972696 | @GENE_CD44 | CD44 | 1132 | 4 | Gene | gene | CD44
15972696 | @GENE_SENP6 | SENP6 | 1181 | 5 | Gene | gene | SSp-1
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 1242 | 4 | Disease | disease | SARS
15972696 | @GENE_SENP6 | SENP6 | 1257 | 5 | Gene | gene | SSp-1
15972696 | @GENE_IFNG | IFNG | 1433 | 9 | Gene | gene | IFN-gamma
15972696 | @GENE_IFNG | IFNG | 1486 | 9 | Gene | gene | IFN-gamma
15972696 | @GENE_TNF | TNF | 1497 | 9 | Gene | gene | TNF-alpha
15972696 | @GENE_GZMA | GZMA | 1522 | 11 | Gene | gene | granzyme A.
15972696 | @DISEASE_COVID_19 | COVID-19 | 1562 | 18 | Disease | disease | SARS-CoV infection
15972696 | @DISEASE_Severe_Acute_Respiratory_Syndrome | Severe Acute Respiratory Syndrome | 1648 | 4 | Disease | disease | SARS
15972696 | @DISEASE_COVID_19 | COVID-19 | 1816 | 18 | Disease | disease | SARS-CoV infection
16300869 | @GENE_TERT | TERT | 125 | 4 | Gene | gene | TERT
16300869 | @DISEASE_Neoplasms | Neoplasms | 230 | 5 | Disease | disease | tumor
16300869 | @GENE_CD8A | CD8A | 427 | 3 | Gene | gene | CD8
16300869 | @GENE_TERT | TERT | 475 | 4 | Gene | gene | TERT
16300869 | @GENE_TERT | TERT | 613 | 4 | Gene | gene | TERT
16300869 | @GENE_ITGAX | Itgax | 899 | 5 | Gene | gene | CD11c
16300869 | @GENE_ITGAM | Itgam | 906 | 5 | Gene | gene | CD11b
16300869 | @GENE_CD8A | CD8A | 913 | 4 | Gene | gene | CD8a
16300869 | @GENE_ITGAX | Itgax | 936 | 5 | Gene | gene | CD11c
16300869 | @GENE_PTPRC | Ptprc | 943 | 4 | Gene | gene | B220
16300869 | @GENE_CD40 | Cd40 | 1022 | 4 | Gene | gene | CD40
16300869 | @GENE_TERT | TERT | 1071 | 4 | Gene | gene | TERT
16300869 | @GENE_CD8A | CD8A | 1149 | 3 | Gene | gene | CD8
16300869 | @DISEASE_Neoplasms | Neoplasms | 1202 | 5 | Disease | disease | tumor
16300869 | @GENE_CD8A | CD8A | 1228 | 3 | Gene | gene | CD8
16300869 | @DISEASE_Neoplasms | Neoplasms | 1458 | 6 | Disease | disease | cancer
18192109 | @DISEASE_Wilms_Tumor | Wilms Tumor | 0 | 11 | Disease | disease | Wilms tumor
18192109 | @GENE_WT1 | WT1 | 17 | 3 | Gene | gene | WT1
18192109 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 121 | 16 | Disease | disease | multiple myeloma
18192109 | @GENE_WT1 | WT1 | 176 | 3 | Gene | gene | WT1
18192109 | @DISEASE_Neoplasms | Neoplasms | 196 | 5 | Disease | disease | tumor
18192109 | @GENE_WT1 | WT1 | 224 | 3 | Gene | gene | WT1
18192109 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 275 | 16 | Disease | disease | multiple myeloma
18192109 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 293 | 2 | Disease | disease | MM
18192109 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 363 | 2 | Disease | disease | MM
18192109 | @DISEASE_Jones_syndrome | Jones syndrome | 367 | 11 | Disease | disease | Bence Jones
18192109 | @GENE_WT1 | WT1 | 477 | 3 | Gene | gene | WT1
18192109 | @CHEMICAL_montanide_ISA_51 | montanide ISA 51 | 505 | 16 | Chemical | chemical | Montanide ISA 51
18192109 | @DISEASE_Multiple_Myeloma | Multiple Myeloma | 715 | 7 | Disease | disease | myeloma
18192109 | @GENE_WT1 | WT1 | 859 | 3 | Gene | gene | WT1
18192109 | @GENE_WT1 | WT1 | 1000 | 3 | Gene | gene | WT1
18192109 | @GENE_CD8A | CD8A | 1034 | 3 | Gene | gene | CD8
18192109 | @GENE_WT1 | WT1 | 1179 | 3 | Gene | gene | WT1
18192109 | @GENE_LAMP1 | LAMP1 | 1202 | 8 | Gene | gene | CD107a/b
18192109 | @GENE_WT1 | WT1 | 1224 | 3 | Gene | gene | WT1
18192109 | @GENE_WT1 | WT1 | 1313 | 3 | Gene | gene | WT1
18192109 | @GENE_CXCR4 | CXCR4 | 1347 | 5 | Gene | gene | CXCR4
18192109 | @GENE_WT1 | WT1 | 1366 | 3 | Gene | gene | WT1
18192109 | @GENE_CXCR4 | CXCR4 | 1462 | 5 | Gene | gene | CXCR4
18192109 | @GENE_CXCL12 | CXCL12 | 1469 | 24 | Gene | gene | stromal-derived factor 1
18192109 | @GENE_CXCL12 | CXCL12 | 1495 | 5 | Gene | gene | SDF-1
18192109 | @GENE_WT1 | WT1 | 1561 | 3 | Gene | gene | WT1
18192109 | @DISEASE_Neoplasms | Neoplasms | 1636 | 5 | Disease | disease | tumor
18408395 | @GENE_PDE6B | PDE6B | 109 | 3 | Gene | gene | RD1
18408395 | @DISEASE_Tuberculosis | Tuberculosis | 402 | 12 | Disease | disease | tuberculosis
18408395 | @DISEASE_Tuberculosis | Tuberculosis | 416 | 2 | Disease | disease | TB
18408395 | @DISEASE_Tuberculosis_Pulmonary | Tuberculosis Pulmonary | 515 | 12 | Disease | disease | pulmonary TB
18408395 | @DISEASE_Chest_Pain | Chest Pain | 560 | 13 | Disease | disease | Chest Disease
18408395 | @GENE_IFNG | IFNG | 729 | 16 | Gene | gene | interferon-gamma
18408395 | @GENE_IFNG | IFNG | 747 | 9 | Gene | gene | IFN-gamma
18408395 | @GENE_PDE6B | PDE6B | 887 | 3 | Gene | gene | RD1
18408395 | @GENE_PDE6B | PDE6B | 892 | 3 | Gene | gene | RD1
18408395 | @GENE_PDE6B | PDE6B | 920 | 3 | Gene | gene | RD1
18408395 | @GENE_CWC15 | CWC15 | 924 | 4 | Gene | gene | ORF5
18408395 | @GENE_CWC15 | CWC15 | 930 | 4 | Gene | gene | ORF5
18408395 | @GENE_PDE6B | PDE6B | 1388 | 3 | Gene | gene | RD1
18408395 | @GENE_IFNG | IFNG | 1470 | 9 | Gene | gene | IFN-gamma
18408395 | @DISEASE_Tuberculosis | Tuberculosis | 1512 | 2 | Disease | disease | TB
18408395 | @GENE_IFNG | IFNG | 1547 | 9 | Gene | gene | IFN-gamma
18408395 | @GENE_CWC15 | CWC15 | 1619 | 4 | Gene | gene | ORF5
18408395 | @GENE_IFNG | IFNG | 1727 | 9 | Gene | gene | IFN-gamma
18408395 | @GENE_PDE6B | PDE6B | 1831 | 3 | Gene | gene | RD1
19035322 | @CHEMICAL_calcium_phosphate | calcium phosphate | 351 | 16 | Chemical | chemical | calciumphosphate
19035322 | @DISEASE_Infections | Infections | 1004 | 9 | Disease | disease | infection
19035322 | @DISEASE_Infections | Infections | 1138 | 9 | Disease | disease | Infection
20083666 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 50 | 10 | Disease | disease | autoimmune
20083666 | @DISEASE_Vitiligo | Vitiligo | 61 | 8 | Disease | disease | vitiligo
20083666 | @GENE_TYR | Tyr | 73 | 10 | Gene | gene | tyrosinase
20083666 | @GENE_TRAV6_3 | Trav6-3 | 93 | 3 | Gene | gene | TCR
20083666 | @DISEASE_Vitiligo | Vitiligo | 126 | 8 | Disease | disease | vitiligo
20083666 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 157 | 10 | Disease | disease | autoimmune
20083666 | @GENE_TRAV6_3 | Trav6-3 | 377 | 3 | Gene | gene | TCR
20083666 | @GENE_TYR | TYR | 450 | 10 | Gene | gene | tyrosinase
20083666 | @DISEASE_Vitiligo | Vitiligo | 484 | 8 | Disease | disease | vitiligo
20083666 | @DISEASE_Vitiligo | Vitiligo | 555 | 8 | Disease | disease | Vitiligo
20083666 | @DISEASE_Vitiligo | Vitiligo | 720 | 8 | Disease | disease | Vitiligo
20083666 | @GENE_CD4 | Cd4 | 775 | 3 | Gene | gene | CD4
20083666 | @DISEASE_Vitiligo | Vitiligo | 924 | 8 | Disease | disease | vitiligo
20083666 | @GENE_IFNG | Ifng | 1140 | 9 | Gene | gene | IFN-gamma
20083666 | @GENE_CXCR3 | Cxcr3 | 1154 | 5 | Gene | gene | CXCR3
20083666 | @GENE_CCR5 | Ccr5 | 1183 | 4 | Gene | gene | CCR5
20083666 | @GENE_CCR4 | Ccr4 | 1214 | 4 | Gene | gene | CCR4
20083666 | @GENE_CXCR3 | Cxcr3 | 1269 | 5 | Gene | gene | CXCR3
20083666 | @GENE_IFNG | Ifng | 1278 | 9 | Gene | gene | IFN-gamma
20083666 | @DISEASE_Vitiligo | Vitiligo | 1397 | 8 | Disease | disease | vitiligo
22735807 | @GENE_CD8A | CD8A | 91 | 3 | Gene | gene | CD8
22735807 | @DISEASE_Neoplasms | Neoplasms | 689 | 5 | Disease | disease | tumor
22735807 | @DISEASE_Melanoma | Melanoma | 736 | 8 | Disease | disease | melanoma
22735807 | @DISEASE_Neoplasms | Neoplasms | 814 | 5 | Disease | disease | tumor
22735807 | @GENE_MLANA | MLANA | 828 | 7 | Gene | gene | Melan-A
22735807 | @DISEASE_Neoplasms | Neoplasms | 1036 | 5 | Disease | disease | tumor
22735807 | @GENE_CD8A | CD8A | 1051 | 3 | Gene | gene | CD8
22735807 | @GENE_CD27 | CD27 | 1130 | 4 | Gene | gene | CD27
22735807 | @GENE_IL7R | IL7R | 1136 | 4 | Gene | gene | IL7R
22735807 | @GENE_EOMES | EOMES | 1142 | 5 | Gene | gene | EOMES
22735807 | @GENE_CXCR3 | CXCR3 | 1149 | 5 | Gene | gene | CXCR3
22735807 | @GENE_CCR5 | CCR5 | 1160 | 4 | Gene | gene | CCR5
22735807 | @GENE_IFNG | IFNG | 1194 | 4 | Gene | gene | IFNG
22735807 | @GENE_KLRD1 | KLRD1 | 1200 | 5 | Gene | gene | KLRD1
22735807 | @GENE_PRF1 | PRF1 | 1207 | 4 | Gene | gene | PRF1
22735807 | @GENE_GZMB | GZMB | 1217 | 4 | Gene | gene | GZMB
22735807 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 1283 | 15 | Disease | disease | cytomegalovirus
22735807 | @DISEASE_Neoplasms | Neoplasms | 1861 | 6 | Disease | disease | tumors
22735807 | @DISEASE_Neoplasms | Neoplasms | 2039 | 5 | Disease | disease | tumor
22818666 | @DISEASE_HIV_Infections | HIV Infections | 37 | 14 | Disease | disease | HIV-1-infected
22818666 | @GENE_CCR5 | CCR5 | 75 | 4 | Gene | gene | CCR5
22818666 | @GENE_CCR5 | CCR5 | 134 | 4 | Gene | gene | CCR5
22818666 | @GENE_CCR5 | CCR5 | 140 | 4 | Gene | gene | CCR5
22818666 | @DISEASE_HIV_Infections | HIV Infections | 207 | 15 | Disease | disease | HIV-1 infection
22818666 | @GENE_HLA_A | HLA-A | 232 | 3 | Gene | gene | HLA
22818666 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 319 | 4 | Disease | disease | AIDS
22818666 | @DISEASE_HIV_Infections | HIV Infections | 344 | 14 | Disease | disease | HIV-1 infected
22818666 | @GENE_CCR5 | CCR5 | 385 | 4 | Gene | gene | CCR5
22818666 | @DISEASE_HIV_Infections | HIV Infections | 811 | 13 | Disease | disease | HIV infection
24782321 | @DISEASE_Neoplasms | Neoplasms | 26 | 5 | Disease | disease | tumor
24782321 | @DISEASE_Neoplasms | Neoplasms | 172 | 5 | Disease | disease | tumor
24782321 | @DISEASE_Neoplasms | Neoplasms | 212 | 5 | Disease | disease | Tumor
24782321 | @DISEASE_Neoplasms | Neoplasms | 275 | 5 | Disease | disease | tumor
24782321 | @DISEASE_Neoplasms | Neoplasms | 332 | 5 | Disease | disease | tumor
24782321 | @DISEASE_Neoplasms | Neoplasms | 440 | 5 | Disease | disease | tumor
24782321 | @DISEASE_Neoplasms | Neoplasms | 483 | 6 | Disease | disease | Cancer
24782321 | @GENE_HLA_C | HLA-C | 620 | 3 | Gene | gene | MHC
24782321 | @GENE_HLA_A | HLA-A | 670 | 5 | Gene | gene | HLA-A
24782321 | @DISEASE_Neoplasms | Neoplasms | 782 | 6 | Disease | disease | tumors
24782321 | @GENE_CD8A | CD8A | 827 | 4 | Gene | gene | CD8A
24782321 | @GENE_PDCD1 | PDCD1 | 903 | 5 | Gene | gene | PDCD1
24782321 | @GENE_CTLA4 | CTLA4 | 913 | 5 | Gene | gene | CTLA4
24782321 | @DISEASE_Neoplasms | Neoplasms | 960 | 6 | Disease | disease | tumors
25197660 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 0 | 19 | Disease | disease | Alzheimer's disease
25197660 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 40 | 17 | Disease | disease | neurodegenerative
25197660 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 166 | 19 | Disease | disease | Alzheimer's disease
25197660 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 187 | 2 | Disease | disease | AD
25197660 | @GENE_HLA_A | HLA-A | 396 | 5 | Gene | gene | HLA-A
25197660 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 411 | 2 | Disease | disease | AD
25197660 | @GENE_ICAM1 | ICAM1 | 1129 | 6 | Gene | gene | ICAM-1
25197660 | @GENE_ITGB2 | ITGB2 | 1137 | 5 | Gene | gene | ITGB2
25197660 | @GENE_ITGAL | ITGAL | 1144 | 5 | Gene | gene | ITGAL
25197660 | @GENE_SELP | SELP | 1151 | 4 | Gene | gene | SELP
25197660 | @GENE_SELL | SELL | 1157 | 4 | Gene | gene | SELL
25197660 | @GENE_IL2 | IL2 | 1163 | 3 | Gene | gene | IL2
25197660 | @GENE_IL1B | IL1B | 1168 | 4 | Gene | gene | IL1B
25197660 | @GENE_CD4 | CD4 | 1174 | 3 | Gene | gene | CD4
25197660 | @GENE_CD8A | CD8A | 1183 | 4 | Gene | gene | CD8A
25197660 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1205 | 17 | Disease | disease | neurodegenerative
25197660 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 1272 | 2 | Disease | disease | AD
25197660 | @DISEASE_Communicable_Diseases | Communicable Diseases | 1315 | 19 | Disease | disease | infectious diseases
25406087 | @DISEASE_HIV_Infections | HIV Infections | 49 | 21 | Disease | disease | primary HIV infection
25406087 | @GENE_CCR5 | CCR5 | 168 | 29 | Gene | gene | C-C chemokine receptor type 5
25406087 | @GENE_CCR5 | CCR5 | 199 | 4 | Gene | gene | CCR5
25406087 | @DISEASE_HIV_Infections | HIV Infections | 305 | 13 | Disease | disease | HIV infection
25406087 | @DISEASE_HIV_Infections | HIV Infections | 452 | 21 | Disease | disease | Primary HIV Infection
25406087 | @DISEASE_HIV_Infections | HIV Infections | 475 | 3 | Disease | disease | PHI
25406087 | @DISEASE_HIV_Infections | HIV Infections | 570 | 3 | Disease | disease | PHI
25406087 | @GENE_CD4 | CD4 | 645 | 3 | Gene | gene | CD4
25406087 | @GENE_CD4 | CD4 | 742 | 3 | Gene | gene | CD4
25406087 | @GENE_CCR5 | CCR5 | 775 | 4 | Gene | gene | CCR5
25406087 | @DISEASE_HIV_Infections | HIV Infections | 934 | 3 | Disease | disease | PHI
25406087 | @GENE_CCR5 | CCR5 | 992 | 4 | Gene | gene | CCR5
25406087 | @GENE_CCR5 | CCR5 | 1102 | 4 | Gene | gene | CCR5
25406087 | @GENE_CCR5 | CCR5 | 1425 | 4 | Gene | gene | CCR5
25406087 | @GENE_CCR5 | CCR5 | 1483 | 4 | Gene | gene | CCR5
25406087 | @GENE_CD4 | CD4 | 1508 | 3 | Gene | gene | CD4
25406087 | @GENE_CCR5 | CCR5 | 1595 | 4 | Gene | gene | CCR5
25406087 | @GENE_CCR5 | CCR5 | 1636 | 4 | Gene | gene | CCR5
25406087 | @GENE_CD4 | CD4 | 1660 | 3 | Gene | gene | CD4
25406087 | @GENE_CD4 | CD4 | 1799 | 3 | Gene | gene | CD4
25406087 | @GENE_CCR5 | CCR5 | 1892 | 4 | Gene | gene | CCR5
25406087 | @DISEASE_HIV_Infections | HIV Infections | 2031 | 3 | Disease | disease | PHI
25761891 | @DISEASE_Dengue | Dengue | 61 | 16 | Disease | disease | dengue infection
25761891 | @DISEASE_Dengue | Dengue | 79 | 6 | Disease | disease | Dengue
25761891 | @DISEASE_Fever | Fever | 226 | 5 | Disease | disease | fever
25761891 | @DISEASE_Myalgia | Myalgia | 233 | 21 | Disease | disease | muscle and joint pain
25761891 | @DISEASE_Exanthema | Exanthema | 256 | 23 | Disease | disease | maculopapular skin rash
25761891 | @DISEASE_Hemorrhage | Hemorrhage | 285 | 26 | Disease | disease | hemorrhagic manifestations
25761891 | @DISEASE_Infections | Infections | 510 | 9 | Disease | disease | infection
25761891 | @GENE_CD8A | CD8A | 544 | 3 | Gene | gene | CD8
25761891 | @GENE_CXCR3 | CXCR3 | 660 | 5 | Gene | gene | CXCR3
25761891 | @GENE_CCR5 | CCR5 | 667 | 4 | Gene | gene | CCR5
25761891 | @GENE_SELPLG | SELPLG | 741 | 3 | Gene | gene | CLA
25761891 | @GENE_CD8A | CD8A | 811 | 3 | Gene | gene | CD8
25761891 | @GENE_SELPLG | SELPLG | 941 | 3 | Gene | gene | CLA
25761891 | @GENE_CD4 | CD4 | 987 | 3 | Gene | gene | CD4
25761891 | @GENE_CD8A | CD8A | 998 | 3 | Gene | gene | CD8
25761891 | @DISEASE_Dengue | Dengue | 1081 | 16 | Disease | disease | dengue infection
25774455 | @DISEASE_Condylomata_Acuminata | Condylomata Acuminata | 50 | 35 | Disease | disease | external genital and perianal warts
25774455 | @DISEASE_Condylomata_Acuminata | Condylomata Acuminata | 179 | 35 | Disease | disease | external genital and perianal warts
25774455 | @DISEASE_Mouth_Diseases | Mouth Diseases | 835 | 11 | Disease | disease | EGW lesions
25774455 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1161 | 3 | Gene | gene | TCR
25774455 | @GENE_IFNA1 | IFNA1 | 1202 | 10 | Gene | gene | interferon
25774455 | @GENE_IFNA1 | IFNA1 | 1214 | 3 | Gene | gene | IFN
25774455 | @GENE_CREB3L4 | CREB3L4 | 1385 | 7 | Gene | gene | CREB3L4
25774455 | @GENE_H3C1 | H3C1 | 1394 | 8 | Gene | gene | HIST1H3A
25774455 | @GENE_H3C10 | H3C10 | 1404 | 8 | Gene | gene | HIST1H3H
25774455 | @GENE_IFNA1 | IFNA1 | 1414 | 5 | Gene | gene | IFNA1
