28559015 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 36 | 37 | Disease | disease | head and neck squamous cell carcinoma
38519850 | @DISEASE_COVID_19 | COVID-19 | 311 | 8 | Disease | disease | COVID-19
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 556 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety | Anxiety | 571 | 19 | Disease | disease | generalised anxiety
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 916 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety | Anxiety | 931 | 7 | Disease | disease | anxiety
38519850 | @DISEASE_Anxiety | Anxiety | 1021 | 31 | Disease | disease | depressive and anxiety symptoms
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1154 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety | Anxiety | 1169 | 7 | Disease | disease | anxiety
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1291 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety_Disorders | Anxiety Disorders | 1306 | 28 | Disease | disease | generalised anxiety disorder
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1487 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety | Anxiety | 1502 | 19 | Disease | disease | generalised anxiety
38519850 | @DISEASE_COVID_19 | COVID-19 | 1807 | 8 | Disease | disease | COVID-19
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1932 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety | Anxiety | 1947 | 7 | Disease | disease | anxiety
38552918 | @DISEASE_Anxiety | Anxiety | 16 | 31 | Disease | disease | depressive and anxiety symptoms
38552918 | @DISEASE_COVID_19 | COVID-19 | 87 | 8 | Disease | disease | COVID-19
38552918 | @DISEASE_COVID_19 | COVID-19 | 163 | 8 | Disease | disease | COVID-19
38552918 | @DISEASE_Anxiety | Anxiety | 513 | 31 | Disease | disease | depressive and anxiety symptoms
38552918 | @DISEASE_Anxiety | Anxiety | 806 | 31 | Disease | disease | Depressive and anxiety symptoms
38573736 | @DISEASE_COVID_19 | COVID-19 | 1826 | 8 | Disease | disease | COVID-19
9058754 | @GENE_PLP1 | PLP1 | 48 | 19 | Gene | gene | proteolipid protein
9058754 | @GENE_CD8A | CD8A | 97 | 3 | Gene | gene | CD8
9058754 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 219 | 13 | Disease | disease | demyelination
9058754 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 306 | 18 | Disease | disease | multiple sclerosis
9058754 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 326 | 2 | Disease | disease | MS
9058754 | @DISEASE_Inflammation | Inflammation | 351 | 12 | Disease | disease | inflammatory
9058754 | @GENE_CD4 | CD4 | 382 | 3 | Gene | gene | CD4
9058754 | @GENE_CD8A | CD8A | 391 | 3 | Gene | gene | CD8
9058754 | @GENE_PLP1 | PLP1 | 543 | 19 | Gene | gene | proteolipid protein
9058754 | @GENE_PLP1 | PLP1 | 564 | 3 | Gene | gene | PLP
9058754 | @GENE_CD8A | CD8A | 627 | 3 | Gene | gene | CD8
9058754 | @GENE_PLP1 | PLP1 | 672 | 3 | Gene | gene | PLP
9058754 | @GENE_CRM1 | CRM1 | 779 | 4 | Gene | gene | CRM1
9058754 | @GENE_PLP1 | PLP1 | 878 | 3 | Gene | gene | PLP
9058754 | @GENE_CD8A | CD8A | 947 | 3 | Gene | gene | CD8
11810515 | @DISEASE_HIV_Infections | HIV Infections | 0 | 13 | Disease | disease | HIV infection
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 18 | 16 | Chemical | chemical | oligosaccharides
11810515 | @DISEASE_HIV_Infections | HIV Infections | 67 | 13 | Disease | disease | HIV infection
11810515 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 98 | 4 | Disease | disease | AIDS
11810515 | @DISEASE_Infections | Infections | 104 | 9 | Disease | disease | Infection
11810515 | @GENE_ITIH4 | ITIH4 | 210 | 5 | Gene | gene | gp120
11810515 | @GENE_CD4 | CD4 | 240 | 3 | Gene | gene | CD4
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 332 | 16 | Chemical | chemical | oligosaccharides
11810515 | @GENE_ITIH4 | ITIH4 | 377 | 5 | Gene | gene | gp120
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 383 | 16 | Chemical | chemical | oligosaccharides
11810515 | @DISEASE_HIV_Infections | HIV Infections | 417 | 13 | Disease | disease | HIV infection
11810515 | @CHEMICAL_Mannose | Mannose | 445 | 7 | Chemical | chemical | mannose
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 458 | 16 | Chemical | chemical | oligosaccharides
11810515 | @GENE_ITIH4 | ITIH4 | 490 | 5 | Gene | gene | gp120
11810515 | @GENE_ITIH4 | ITIH4 | 547 | 5 | Gene | gene | gp120
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 553 | 16 | Chemical | chemical | oligosaccharides
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 602 | 16 | Chemical | chemical | oligosaccharides
11810515 | @DISEASE_HIV_Infections | HIV Infections | 622 | 13 | Disease | disease | HIV infection
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 708 | 16 | Chemical | chemical | oligosaccharides
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 769 | 16 | Chemical | chemical | oligosaccharides
11810515 | @DISEASE_HIV_Infections | HIV Infections | 815 | 13 | Disease | disease | HIV infection
11810515 | @DISEASE_HIV_Infections | HIV Infections | 866 | 13 | Disease | disease | HIV infection
11810515 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 897 | 4 | Disease | disease | AIDS
11810515 | @CHEMICAL_Oligosaccharides | Oligosaccharides | 919 | 16 | Chemical | chemical | oligosaccharides
12853482 | @GENE_IPO7 | IPO7 | 85 | 10 | Gene | gene | importin 7
12853482 | @GENE_IPO7 | IPO7 | 399 | 10 | Gene | gene | importin 7
12853482 | @GENE_H1_0 | H1-0 | 457 | 10 | Gene | gene | histone H1
12853482 | @GENE_RAN | RAN | 576 | 3 | Gene | gene | Ran
12853482 | @GENE_IPO7 | IPO7 | 601 | 10 | Gene | gene | importin 7
14630083 | @GENE_NR0B2 | NR0B2 | 19 | 4 | Gene | gene | SHP1
14630083 | @GENE_CD4 | CD4 | 167 | 3 | Gene | gene | CD4
14630083 | @DISEASE_Leukemia_Lymphoma_Adult_T_Cell | Leukemia-Lymphoma Adult T-Cell | 181 | 21 | Disease | disease | Adult T-cell leukemia
14630083 | @DISEASE_Leukemia_Lymphoma_Adult_T_Cell | Leukemia-Lymphoma Adult T-Cell | 204 | 3 | Disease | disease | ATL
14630083 | @DISEASE_Neoplasms | Neoplasms | 226 | 10 | Disease | disease | malignancy
14630083 | @DISEASE_Leukemia_Lymphoma_Adult_T_Cell | Leukemia-Lymphoma Adult T-Cell | 357 | 3 | Disease | disease | ATL
14630083 | @GENE_IL2RA | IL2RA | 443 | 5 | Gene | gene | IL-2R
14630083 | @GENE_IL2RA | IL2RA | 523 | 5 | Gene | gene | IL-2R
14630083 | @GENE_IL2RA | IL2RA | 754 | 5 | Gene | gene | IL-2R
14630083 | @GENE_NR0B2 | NR0B2 | 833 | 4 | Gene | gene | SHP1
14630083 | @GENE_SOCS1 | SOCS1 | 889 | 34 | Gene | gene | suppressor of cytokine signaling-1
14630083 | @GENE_SOCS1 | SOCS1 | 925 | 5 | Gene | gene | SOCS1
14630083 | @GENE_STAT3 | STAT3 | 1019 | 5 | Gene | gene | STAT3
14630083 | @GENE_PIAS3 | PIAS3 | 1027 | 5 | Gene | gene | PIAS3
14630083 | @DISEASE_Leukemia_T_Cell | Leukemia T-Cell | 1083 | 15 | Disease | disease | T-cell leukemia
14630083 | @GENE_NR0B2 | NR0B2 | 1171 | 4 | Gene | gene | SHP1
14630083 | @GENE_CISH | CISH | 1296 | 3 | Gene | gene | CIS
14630083 | @GENE_SOCS1 | SOCS1 | 1301 | 5 | Gene | gene | SOCS1
14630083 | @GENE_PIAS3 | PIAS3 | 1312 | 5 | Gene | gene | PIAS3
14630083 | @GENE_STAT3 | STAT3 | 1422 | 5 | Gene | gene | STAT3
14630083 | @GENE_CD4 | CD4 | 1475 | 3 | Gene | gene | CD4
14630083 | @GENE_NR0B2 | NR0B2 | 1516 | 4 | Gene | gene | SHP1
14630083 | @GENE_IL2 | IL2 | 1642 | 4 | Gene | gene | IL-2
14630083 | @GENE_NR0B2 | NR0B2 | 1761 | 4 | Gene | gene | SHP1
14630083 | @GENE_CISH | CISH | 1799 | 3 | Gene | gene | CIS
14630083 | @GENE_SOCS1 | SOCS1 | 1804 | 5 | Gene | gene | SOCS1
14630083 | @GENE_PIAS3 | PIAS3 | 1811 | 5 | Gene | gene | PIAS3
14630083 | @GENE_IL2RB | IL2RB | 1947 | 13 | Gene | gene | IL-2 receptor
14630083 | @GENE_NR0B2 | NR0B2 | 2059 | 4 | Gene | gene | SHP1
16037775 | @DISEASE_Tuberculosis | Tuberculosis | 0 | 12 | Disease | disease | Tuberculosis
16037775 | @DISEASE_HIV_Infections | HIV Infections | 52 | 12 | Disease | disease | HIV-infected
16037775 | @DISEASE_Tuberculosis | Tuberculosis | 86 | 12 | Disease | disease | Tuberculosis
16037775 | @DISEASE_Tuberculosis | Tuberculosis | 100 | 2 | Disease | disease | TB
16037775 | @DISEASE_HIV_Infections | HIV Infections | 189 | 15 | Disease | disease | HIV(1)-infected
16037775 | @DISEASE_Tuberculosis_Oral | Tuberculosis Oral | 343 | 17 | Disease | disease | oral tuberculosis
16037775 | @DISEASE_Tuberculosis_Oral | Tuberculosis Oral | 452 | 17 | Disease | disease | oral tuberculosis
16037775 | @DISEASE_HIV_Infections | HIV Infections | 474 | 13 | Disease | disease | HIV infection
16037775 | @GENE_CD4 | CD4 | 652 | 3 | Gene | gene | CD4
16037775 | @DISEASE_Tuberculosis | Tuberculosis | 987 | 12 | Disease | disease | tuberculosis
16037775 | @DISEASE_HIV_Infections | HIV Infections | 1027 | 3 | Disease | disease | HIV
16037775 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1046 | 12 | Disease | disease | oral lesions
16037775 | @DISEASE_MASS_syndrome | MASS syndrome | 1062 | 39 | Disease | disease | papillomatous masses in the oral mucosa
16037775 | @DISEASE_Tuberculosis_Pulmonary | Tuberculosis Pulmonary | 1141 | 22 | Disease | disease | pulmonary tuberculosis
16406081 | @DISEASE_Mouth_Diseases | Mouth Diseases | 0 | 12 | Disease | disease | Oral lesions
16406081 | @DISEASE_HIV_Infections | HIV Infections | 26 | 12 | Disease | disease | HIV-infected
16406081 | @DISEASE_HIV_Infections | HIV Infections | 217 | 43 | Disease | disease | human immunodeficiency virus (HIV) infected
16406081 | @DISEASE_Mouth_Diseases | Mouth Diseases | 449 | 12 | Disease | disease | oral lesions
16406081 | @DISEASE_HIV_Infections | HIV Infections | 484 | 12 | Disease | disease | HIV-infected
16406081 | @DISEASE_HIV_Infections | HIV Infections | 625 | 13 | Disease | disease | HIV infection
16406081 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 676 | 4 | Disease | disease | AIDS
16406081 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1118 | 11 | Disease | disease | oral lesion
16406081 | @GENE_CD4 | CD4 | 1158 | 3 | Gene | gene | CD4
16406081 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1323 | 12 | Disease | disease | oral lesions
16406081 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1449 | 12 | Disease | disease | oral lesions
16406081 | @DISEASE_Leukoplakia_Hairy | Leukoplakia Hairy | 1483 | 17 | Disease | disease | hairy leukoplakia
16406081 | @GENE_CD4 | CD4 | 1626 | 3 | Gene | gene | CD4
16406081 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1744 | 12 | Disease | disease | oral lesions
16406081 | @DISEASE_HIV_Infections | HIV Infections | 1760 | 12 | Disease | disease | HIV-infected
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 0 | 15 | Disease | disease | Oral candidosis
16792726 | @DISEASE_Leukoplakia_Hairy | Leukoplakia Hairy | 20 | 22 | Disease | disease | oral hairy leukoplakia
16792726 | @DISEASE_HIV_Infections | HIV Infections | 87 | 12 | Disease | disease | HIV-infected
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 124 | 15 | Disease | disease | Oral candidosis
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 141 | 2 | Disease | disease | OC
16792726 | @DISEASE_Leukoplakia_Hairy | Leukoplakia Hairy | 149 | 17 | Disease | disease | hairy leukoplakia
16792726 | @DISEASE_HIV_Infections | HIV Infections | 198 | 44 | Disease | disease | Human Immunodeficiency Virus (HIV) infection
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 285 | 2 | Disease | disease | OC
16792726 | @DISEASE_Renal_Insufficiency | Renal Insufficiency | 354 | 17 | Disease | disease | virologic failure
16792726 | @DISEASE_HIV_Infections | HIV Infections | 375 | 12 | Disease | disease | HIV-infected
16792726 | @DISEASE_HIV_Infections | HIV Infections | 475 | 12 | Disease | disease | HIV-infected
16792726 | @GENE_CD4 | CD4 | 620 | 3 | Gene | gene | CD4
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 743 | 2 | Disease | disease | OC
16792726 | @DISEASE_Mouth_Diseases | Mouth Diseases | 860 | 12 | Disease | disease | oral lesions
16792726 | @GENE_CD4 | CD4 | 955 | 3 | Gene | gene | CD4
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 1216 | 2 | Disease | disease | OC
16792726 | @DISEASE_Renal_Insufficiency | Renal Insufficiency | 1255 | 17 | Disease | disease | virologic failure
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 1373 | 2 | Disease | disease | OC
16792726 | @GENE_CD4 | CD4 | 1394 | 3 | Gene | gene | CD4
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 1475 | 2 | Disease | disease | OC
16792726 | @DISEASE_Renal_Insufficiency | Renal Insufficiency | 1495 | 14 | Disease | disease | immune failure
16792726 | @DISEASE_Renal_Insufficiency | Renal Insufficiency | 1534 | 17 | Disease | disease | virologic failure
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 1617 | 2 | Disease | disease | OC
16792726 | @GENE_CD4 | CD4 | 1653 | 3 | Gene | gene | CD4
16792726 | @DISEASE_Dyskinesias | Dyskinesias | 1681 | 2 | Disease | disease | OC
16792726 | @DISEASE_Renal_Insufficiency | Renal Insufficiency | 1729 | 17 | Disease | disease | virologic failure
17142760 | @GENE_IFNG | IFNG | 13 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 38 | 5 | Gene | gene | HLA-A
17142760 | @GENE_XPO1 | XPO1 | 68 | 5 | Gene | gene | CRM-1
17142760 | @GENE_IFNG | IFNG | 203 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 222 | 5 | Gene | gene | HLA-A
17142760 | @GENE_HLA_A | HLA-A | 382 | 5 | Gene | gene | HLA-A
17142760 | @GENE_IFNG | IFNG | 451 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 477 | 5 | Gene | gene | HLA-A
17142760 | @GENE_IFNG | IFNG | 497 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 534 | 5 | Gene | gene | HLA-A
17142760 | @GENE_XPO1 | XPO1 | 548 | 31 | Gene | gene | chromosome maintenance region 1
17142760 | @GENE_XPO1 | XPO1 | 581 | 5 | Gene | gene | CRM-1
17142760 | @CHEMICAL_leptomycin_B | leptomycin B | 613 | 12 | Chemical | chemical | leptomycin B
17142760 | @GENE_XPO1 | XPO1 | 651 | 5 | Gene | gene | CRM-1
17142760 | @GENE_IFNG | IFNG | 679 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 702 | 6 | Gene | gene | HLA-A.
17142760 | @GENE_AGFG2 | AGFG2 | 766 | 11 | Gene | gene | nucleoporin
17142760 | @GENE_NUP214 | NUP214 | 778 | 6 | Gene | gene | NUP214
17142760 | @GENE_XPO1 | XPO1 | 833 | 5 | Gene | gene | CRM-1
17142760 | @GENE_IFNG | IFNG | 855 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 880 | 5 | Gene | gene | HLA-A
17142760 | @GENE_XPO1 | XPO1 | 925 | 5 | Gene | gene | CRM-1
17142760 | @GENE_HLA_A | HLA-A | 956 | 5 | Gene | gene | HLA-A
17142760 | @GENE_IFNG | IFNG | 973 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_PRMT1 | PRMT1 | 1094 | 5 | Gene | gene | PRMT1
17142760 | @GENE_IFNG | IFNG | 1172 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_A | HLA-A | 1200 | 5 | Gene | gene | HLA-A
17142760 | @GENE_IFNG | IFNG | 1207 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_E | HLA-E | 1262 | 5 | Gene | gene | HLA-E
17142760 | @CHEMICAL_leptomycin_B | leptomycin B | 1326 | 13 | Chemical | chemical | leptomycin B.
17142760 | @GENE_IFNG | IFNG | 1432 | 9 | Gene | gene | IFN-gamma
17142760 | @GENE_HLA_E | HLA-E | 1468 | 5 | Gene | gene | HLA-E
17142760 | @GENE_HLA_A | HLA-A | 1478 | 5 | Gene | gene | HLA-A
17142760 | @DISEASE_Neoplasms | Neoplasms | 1561 | 5 | Disease | disease | tumor
17319998 | @DISEASE_Otitis_Media | Otitis Media | 0 | 12 | Disease | disease | Otitis media
17319998 | @DISEASE_HIV_Infections | HIV Infections | 26 | 37 | Disease | disease | human immunodeficiency virus infected
17319998 | @DISEASE_Otitis_Media | Otitis Media | 158 | 12 | Disease | disease | otitis media
17319998 | @DISEASE_HIV_Infections | HIV Infections | 250 | 43 | Disease | disease | human immunodeficiency virus (HIV) infected
17319998 | @DISEASE_HIV_Infections | HIV Infections | 440 | 12 | Disease | disease | HIV-infected
17319998 | @DISEASE_Otitis_Media | Otitis Media | 524 | 12 | Disease | disease | otitis media
17319998 | @DISEASE_Otitis_Media | Otitis Media | 808 | 12 | Disease | disease | Otitis media
17319998 | @DISEASE_Otitis_Media | Otitis Media | 995 | 18 | Disease | disease | acute otitis media
17319998 | @DISEASE_Otitis_Media | Otitis Media | 1049 | 20 | Disease | disease | chronic otitis media
17319998 | @DISEASE_HIV_Infections | HIV Infections | 1389 | 12 | Disease | disease | HIV-infected
17319998 | @DISEASE_Otitis_Media | Otitis Media | 1453 | 20 | Disease | disease | chronic otitis media
17399805 | @DISEASE_Left_Right_Axis_Malformations | Left-Right Axis Malformations | 49 | 23 | Disease | disease | thyroid axis disruption
17399805 | @CHEMICAL_Thyroxine | Thyroxine | 189 | 9 | Chemical | chemical | thyroxine
17399805 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 210 | 23 | Chemical | chemical | 3,5,3'-triiodothyronine
17399805 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 235 | 4 | Chemical | chemical | T(3)
17399805 | @CHEMICAL_Triiodothyronine | Triiodothyronine | 1179 | 4 | Chemical | chemical | T(3)
17399805 | @CHEMICAL_Methimazole | Methimazole | 1191 | 11 | Chemical | chemical | methimazole
17399805 | @CHEMICAL_Propylthiouracil | Propylthiouracil | 1204 | 16 | Chemical | chemical | propylthiouracil
17399805 | @CHEMICAL_perchlorate | perchlorate | 1225 | 11 | Chemical | chemical | perchlorate
17399805 | @GENE_DAD1.S | dad1.S | 1387 | 4 | Gene | gene | DAD1
18197855 | @DISEASE_Mouth_Diseases | Mouth Diseases | 0 | 12 | Disease | disease | Oral lesions
18197855 | @DISEASE_HIV_Infections | HIV Infections | 88 | 12 | Disease | disease | HIV-infected
18197855 | @DISEASE_Mouth_Diseases | Mouth Diseases | 160 | 12 | Disease | disease | oral lesions
18197855 | @DISEASE_HIV_Infections | HIV Infections | 216 | 12 | Disease | disease | HIV-infected
18197855 | @DISEASE_HIV_Infections | HIV Infections | 406 | 8 | Disease | disease | HIV-AIDS
18197855 | @DISEASE_HIV_Infections | HIV Infections | 637 | 12 | Disease | disease | HIV-infected
18197855 | @GENE_CD4 | CD4 | 841 | 3 | Gene | gene | CD4
18197855 | @DISEASE_Mouth_Diseases | Mouth Diseases | 1033 | 12 | Disease | disease | Oral lesions
18197855 | @DISEASE_Renal_Insufficiency | Renal Insufficiency | 1130 | 14 | Disease | disease | immune failure
21258009 | @GENE_IL7R | Il7r | 0 | 5 | Gene | gene | IL-7R
21258009 | @GENE_ZFP1 | Zfp1 | 305 | 21 | Gene | gene | zinc finger protein-1
21258009 | @GENE_CD4 | Cd4 | 394 | 3 | Gene | gene | CD4
21258009 | @GENE_CD4 | Cd4 | 410 | 3 | Gene | gene | CD4
21258009 | @GENE_IL7R | Il7r | 578 | 14 | Gene | gene | interleukin-7R
21258009 | @GENE_IL7R | Il7r | 594 | 5 | Gene | gene | IL-7R
21258009 | @GENE_STAT5A | Stat5a | 607 | 5 | Gene | gene | STAT5
21258009 | @GENE_BCL2 | Bcl2 | 633 | 5 | Gene | gene | Bcl-2
21258009 | @GENE_SOCS1 | SOCS1 | 698 | 5 | Gene | gene | SOCS1
21258009 | @GENE_SOCS1 | SOCS1 | 801 | 5 | Gene | gene | SOCS1
21258009 | @GENE_SOCS1 | SOCS1 | 875 | 5 | Gene | gene | SOCS1
21258009 | @GENE_BCL2 | Bcl2 | 911 | 5 | Gene | gene | Bcl-2
21258009 | @GENE_SOCS1 | Socs1 | 934 | 5 | Gene | gene | SOCS1
21258009 | @GENE_IL7 | Il7 | 1079 | 4 | Gene | gene | IL-7
21258009 | @GENE_IL7R | Il7r | 1084 | 5 | Gene | gene | IL-7R
21258009 | @GENE_STAT5A | Stat5a | 1090 | 5 | Gene | gene | STAT5
21258009 | @GENE_BCL2 | Bcl2 | 1096 | 5 | Gene | gene | Bcl-2
21258009 | @GENE_SOCS1 | Socs1 | 1159 | 5 | Gene | gene | SOCS1
21841135 | @GENE_ZBTB17 | Zbtb17 | 0 | 5 | Gene | gene | Miz-1
21841135 | @GENE_TCRB | Tcrb | 50 | 7 | Gene | gene | TCRbeta
21841135 | @GENE_TRP53_PS | Trp53-ps | 62 | 3 | Gene | gene | p53
21841135 | @GENE_TRAV6_3 | Trav6-3 | 92 | 3 | Gene | gene | TCR
21841135 | @GENE_ZBTB17 | Zbtb17 | 125 | 5 | Gene | gene | Miz-1
21841135 | @GENE_ZBTB17 | Zbtb17 | 375 | 5 | Gene | gene | Miz-1
21841135 | @GENE_ZBTB17 | Zbtb17 | 417 | 5 | Gene | gene | Miz-1
21841135 | @GENE_CD4 | Cd4 | 551 | 3 | Gene | gene | CD4
21841135 | @GENE_RAG1 | Rag1 | 642 | 5 | Gene | gene | Rag-1
21841135 | @GENE_RAG2 | Rag2 | 649 | 5 | Gene | gene | Rag-2
21841135 | @GENE_CD3E | Cd3e | 656 | 10 | Gene | gene | CD3epsilon
21841135 | @GENE_PTCRA | Ptcra | 668 | 7 | Gene | gene | pTalpha
21841135 | @GENE_TCRB | Tcrb | 681 | 7 | Gene | gene | TCRbeta
21841135 | @GENE_ZBTB17 | Zbtb17 | 706 | 5 | Gene | gene | Miz-1
21841135 | @GENE_TRAV6_3 | Trav6-3 | 807 | 3 | Gene | gene | TCR
21841135 | @GENE_ZBTB17 | Zbtb17 | 812 | 5 | Gene | gene | Miz-1
21841135 | @GENE_TRP53_PS | Trp53-ps | 926 | 3 | Gene | gene | p53
21841135 | @GENE_CDKN1A | Cdkn1a | 951 | 6 | Gene | gene | Cdkn1a
21841135 | @GENE_BBC3 | Bbc3 | 959 | 4 | Gene | gene | PUMA
21841135 | @GENE_PMAIP1 | Pmaip1 | 969 | 4 | Gene | gene | Noxa
21841135 | @GENE_BCL2 | Bcl2 | 1034 | 4 | Gene | gene | Bcl2
